name;slug;description;parent_id;active;sort_order;is_visible
Deli & Prepared Foods;grocery-gourmet-food-deli-prepared-foods;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Deli Foods;grocery-gourmet-food-deli-foods;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Dried Beans, Grains & Rice;grocery-gourmet-food-dried-beans-grains-rice;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Food & Beverage Gifts;grocery-gourmet-food-food-beverage-gifts;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Fresh Flowers & Live Indoor Plants;grocery-gourmet-food-fresh-flowers-live-?ndoor-plants;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Fresh Meal Ingredient Kits;grocery-gourmet-food-fresh-meal-?ngredient-kits;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Fresh Produce;grocery-gourmet-food-fresh-produce;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Frozen Foods;grocery-gourmet-food-frozen-foods;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Home Brewing & Winemaking;grocery-gourmet-food-home-brewing-winemaking;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Meat & Seafood;grocery-gourmet-food-meat-seafood;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Meat Substitutes;grocery-gourmet-food-meat-substitutes;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Pantry Staples;grocery-gourmet-food-pantry-staples;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Snack Foods;grocery-gourmet-food-snack-foods;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Snacks & Sweets;grocery-gourmet-food-snacks-sweets;;637efea1-7674-4fd2-b93e-7ac382ae6bda;True;0;True
Baby & Child Care Products;health-household-baby-child-care-products;;f4d351cd-6624-4ae2-9656-3f424e5d11b1;True;0;True
Health Care Products;health-household-health-care-products;;f4d351cd-6624-4ae2-9656-3f424e5d11b1;True;0;True
Home Use Medical Supplies & Equipment;health-household-home-use-medical-supplies-equipment;;f4d351cd-6624-4ae2-9656-3f424e5d11b1;True;0;True
Household Supplies;health-household-household-supplies;;f4d351cd-6624-4ae2-9656-3f424e5d11b1;True;0;True
Sexual Wellness Products;health-household-sexual-wellness-products;;f4d351cd-6624-4ae2-9656-3f424e5d11b1;True;0;True
Sports Nutrition Products;health-household-sports-nutrition-products;;f4d351cd-6624-4ae2-9656-3f424e5d11b1;True;0;True
Stationery & Gift Wrapping Supplies;health-household-stationery-gift-wrapping-supplies;;f4d351cd-6624-4ae2-9656-3f424e5d11b1;True;0;True
Vision Products;health-household-vision-products;;f4d351cd-6624-4ae2-9656-3f424e5d11b1;True;0;True
Vitamins & Dietary Supplements;health-household-vitamins-dietary-supplements;;f4d351cd-6624-4ae2-9656-3f424e5d11b1;True;0;True
Vitamins, Minerals & Supplements;health-household-vitamins-minerals-supplements;;f4d351cd-6624-4ae2-9656-3f424e5d11b1;True;0;True
Wellness & Relaxation Products;health-household-wellness-relaxation-products;;f4d351cd-6624-4ae2-9656-3f424e5d11b1;True;0;True
Artwork;home-kitchen-artwork;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Bath Products;home-kitchen-bath-products;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Bedding;home-kitchen-bedding;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Event & Party Supplies;home-kitchen-event-party-supplies;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Furniture;home-kitchen-furniture;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Heating, Cooling & Air Quality;home-kitchen-heating-cooling-air-quality;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Home Decor Products;home-kitchen-home-decor-products;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Home Storage & Organization;home-kitchen-home-storage-organization;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Household Cleaning Supplies;home-kitchen-household-cleaning-supplies;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Ironing Products;home-kitchen-?roning-products;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Kids' Home Store;home-kitchen-kids'-home-store;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Kitchen & Dining;home-kitchen-kitchen-dining;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Seasonal Decor;home-kitchen-seasonal-decor;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Vacuum Cleaners & Floor Care;home-kitchen-vacuum-cleaners-floor-care;;505da24c-3ab4-407a-bd0b-fb0b90ddc321;True;0;True
Abrasive & Finishing Products;industrial-scientific-abrasive-finishing-products;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Additive Manufacturing Products;industrial-scientific-additive-manufacturing-products;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Commercial Door Products;industrial-scientific-commercial-door-products;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Cutting Tools;industrial-scientific-cutting-tools;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Digital Signage Equipment;industrial-scientific-digital-signage-equipment;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Electronic Components;industrial-scientific-electronic-components;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Fasteners;industrial-scientific-fasteners;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Filtration;industrial-scientific-filtration;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Food Service Equipment & Supplies;industrial-scientific-food-service-equipment-supplies;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Hydraulics, Pneumatics & Plumbing;industrial-scientific-hydraulics-pneumatics-plumbing;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Industrial Adhesives, Sealants & Lubricants;industrial-scientific-?ndustrial-adhesives-sealants-lubricants;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Industrial Hardware;industrial-scientific-?ndustrial-hardware;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Industrial Materials;industrial-scientific-?ndustrial-materials;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Industrial Power & Hand Tools;industrial-scientific-?ndustrial-power-hand-tools;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Janitorial & Sanitation Supplies;industrial-scientific-janitorial-sanitation-supplies;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Lab & Scientific Products;industrial-scientific-lab-scientific-products;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Material Handling Products;industrial-scientific-material-handling-products;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Occupational Health & Safety Products;industrial-scientific-occupational-health-safety-products;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Packaging & Shipping Supplies;industrial-scientific-packaging-shipping-supplies;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Power Transmission Products;industrial-scientific-power-transmission-products;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Professional Dental Supplies;industrial-scientific-professional-dental-supplies;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Professional Medical Supplies;industrial-scientific-professional-medical-supplies;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Retail Store Fixtures & Equipment;industrial-scientific-retail-store-fixtures-equipment;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Robotics;industrial-scientific-robotics;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Science Education Supplies;industrial-scientific-science-education-supplies;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Test, Measure & Inspect;industrial-scientific-test-measure-?nspect;;ab4ef772-952a-4596-ba19-c65f076666dc;True;0;True
Movies & Films;movies-tv-movies-films;;0304f340-c01f-4b51-aef2-e0d4862de6c4;True;0;True
Specialty Stores;movies-tv-specialty-stores;;0304f340-c01f-4b51-aef2-e0d4862de6c4;True;0;True
TV Shows;movies-tv-tv-shows;;0304f340-c01f-4b51-aef2-e0d4862de6c4;True;0;True
Band & Orchestra Musical Instruments;musical-instruments-band-orchestra-musical-?nstruments;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Bass Guitars;musical-instruments-bass-guitars;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Drums & Percussion;musical-instruments-drums-percussion;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Electronic Music, DJ & Karaoke;musical-instruments-electronic-music-dj-karaoke;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Guitars;musical-instruments-guitars;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Music Recording Equipment;musical-instruments-music-recording-equipment;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
