Main Category;Subcategory 1;Subcategory 2;Subcategory 3;Subcategory 4;Subcategory 5;Subcategory 6;Subcategory 7;Subcategory 8;Main ID;SUB1 ID;SUB2 ID;SUB3 ID;SUB4 ID;SUB5 ID;SUB6 ID;SUB7 ID;SUB8 ID;Main Slug;SUB1 Slug;SUB2 Slug;SUB3 Slug;SUB4 Slug;SUB5 Slug;SUB6 Slug;SUB7 Slug;SUB8 Slug
Books;Childrens Books;Childrens Literature;Childrens Chapter Books & Readers;Childrens Beginner Readers;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Chapter Books & Readers;;;;;
Books;Childrens Books;Childrens Literature;Childrens Chapter Books & Readers;Childrens Chapter Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Chapter Books & Readers;;;;;
Books;Childrens Books;Childrens Literature;Childrens Chapter Books & Readers;Childrens Intermediate Readers;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Chapter Books & Readers;;;;;
Books;Childrens Books;Childrens Literature;Childrens Criticism & Collections;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Criticism & Collections;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens African History Fiction;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens American Historical Fiction;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens American Historical Fiction;Childrens 1800s American Historical Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens American Historical Fiction;Childrens 1900s American Historical Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens American Historical Fiction;Childrens Colonial American Historical Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens American Historical Fiction;Childrens Western American Historical Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens Ancient Civilization Fiction;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens European Historical Fiction;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens Exploration Fiction;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens Holocaust Fiction Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens Medieval Fiction Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens Military Fiction;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens Prehistory Fiction;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Historical Fiction;Childrens Renaissance Fiction Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Historical Fiction;;;;;
Books;Childrens Books;Childrens Literature;Childrens Poetry;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Poetry;;;;;
Books;Childrens Books;Childrens Literature;Childrens Poetry;Childrens Humorous Poetry;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Poetry;;;;;
Books;Childrens Books;Childrens Literature;Childrens Poetry;Nursery Rhymes;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Poetry;;;;;
Books;Childrens Books;Childrens Literature;Childrens Poetry;Stories in Verse;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Poetry;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Buddhist Fiction;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Action & Adventure Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Animal Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Bedtime Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Comics & Graphic Novels;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Early Readers Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Emotions & Feelings Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Family Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Friendship Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Historical Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Holiday Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Humor Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Learning Concepts Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Mysteries & Detective Stories;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian People & Places Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Relationship Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Social Issues Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Sports Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Christian Fiction Books;Childrens Christian Values Fiction;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Hindu Fiction;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Jewish Fiction Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Childrens Muslim Fiction;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Religious Fiction Books;Other Childrens Religious Fiction;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Religious Fiction Books;;;;;
Books;Childrens Books;Childrens Literature;Childrens Short Story Collections;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;28a94407-7cac-485b-a8e6-c773e277e620;;;;;;;;;books-childrens-books-childrens-literature;books-childrens-books-childrens-literature-Childrens Short Story Collections;;;;;
Books;Childrens Books;Childrens Mystery, Detective, & Spy;;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;c572fe3a-50bd-4f80-a2e9-fa59cbb1944f;;;;;;;;;books-childrens-books-childrens-mystery-detective-&-spy;;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens ESL Books;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens ESL Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Foreign Language Books;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Foreign Language Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Foreign Language Books;Childrens Chinese Language Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Foreign Language Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Foreign Language Books;Childrens French Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Foreign Language Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Foreign Language Books;Childrens German Language Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Foreign Language Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Foreign Language Books;Childrens Italian Language Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Foreign Language Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Foreign Language Books;Childrens Japanese Language Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Foreign Language Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Foreign Language Books;Childrens Korean Language Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Foreign Language Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Foreign Language Books;Childrens Russian Language Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Foreign Language Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Foreign Language Books;Childrens Spanish Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Foreign Language Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Government Books;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Government Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Jobs & Careers Reference Books;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Jobs & Careers Reference Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Law & Crime Books;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Law & Crime Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Math Books;;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Math Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Math Books;Childrens Advanced Math Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Math Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Math Books;Childrens Algebra Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Math Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Math Books;Childrens Arithmetic Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Math Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Math Books;Childrens Fraction Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Math Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Math Books;Childrens Geometry Books;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Math Books;;;;;
Books;Childrens Books;Childrens Reference & Nonfiction;Childrens Math Books;Childrens Math Fiction;;;;;7e0e1e9d-fd3e-4f85-a8af-9fd287d2b7cf;9d9b88d9-1041-4539-aa52-822e966871b1;ea83a59f-6455-4d66-b034-2c2b83e3a68b;;;;;;;;;books-childrens-books-childrens-reference-nonfiction;books-childrens-books-childrens-reference-nonfiction-Childrens Math Books;;;;;
